date,px,vol
2014-03-22,572.29918,11.838059619999987
2014-03-23,568.53521,1.3187390799999998
2014-03-24,585.40025,5.684815209999999
2014-03-25,584,5.977914279999999
2014-03-26,585.0851,13.081149949999999
2014-03-27,512.7888,35.31377035000006
2014-03-28,516.48107,43.55956496000006
2014-03-29,514.99,6.1079079400000005
2014-03-30,462.47601,33.23922151999997
2014-03-31,462.38593,17.58660863
2014-04-01,489,20.246999440000007
2014-04-02,443.625,12.405664080000005
2014-04-03,461.85,16.796802980000002
2014-04-04,458.84148,19.878836820000025
2014-04-05,467.85,0.94414487
2014-04-06,461.81827,5.116952099999999
2014-04-07,462.07946,7.08636684
2014-04-08,458.87469,3.468750950000001
2014-04-09,452.99853,1.13219204
2014-04-10,371.7835,17.220291239999987
2014-04-11,431,18.05442299
2014-04-12,448,8.750714989999999
2014-04-13,429.7899,9.315483930000001
2014-04-14,451.05736,42.69095344
2014-04-15,535.11388,31.041500950000028
2014-04-16,523.53017,51.256851990000015
2014-04-17,503.84789,16.07659503999998
2014-04-18,485.37368,31.4900663
2014-04-19,504.49054,10.969437789999994
2014-04-20,504.73422,1.5405550000000003
2014-04-21,496.41683,17.33264568
2014-04-22,489.72443,7.489676939999999
2014-04-23,495.61699,7.021826259999998
2014-04-24,503.48132,3.588452620000001
2014-04-25,471.43037,27.913998439999993
2014-04-26,463.70172,2.8455738499999996
2014-04-27,435,3.7520536300000007
2014-04-28,444.09466,5.180398809999997
2014-04-29,445.67967,7.311029559999998
2014-04-30,448.34318,9.057659280000001
2014-05-01,459.32469,14.509446049999994
2014-05-02,455.16381,7.0758448399999985
2014-05-03,441.03514,8.503541060000002
2014-05-04,441.99999,1.77169072
2014-05-05,429.18,5.657384449999999
2014-05-06,431.86952,5.745954949999991
2014-05-07,441.88615,20.361000470000015
2014-05-08,448.26174,5.788324230000001
2014-05-09,450.62503,4.093871720000001
2014-05-10,454.98804,5.475334469999998
2014-05-11,441.49669,11.528826729999993
2014-05-12,440.81786,7.191545350000001
2014-05-13,440.779,4.506662060000002
2014-05-14,445.52,0.8711273500000001
2014-05-15,449.58704,3.01861596
2014-05-16,453.83236,5.5901256299999975
2014-05-17,453.83236,0.20613549000000003
2014-05-18,445.56,2.579776750000001
2014-05-20,493.42751,25.275300640000015
2014-05-21,494.77454,4.238439490000001
2014-05-22,530,32.85014711
2014-05-23,521.46849,14.815443089999976
2014-05-24,529.99999,2.6176104700000007
2014-05-25,574.04983,15.825220019999989
2014-05-26,583.19989,10.948600849999982
2014-05-27,575.53537,26.979252740000096
2014-05-28,575.83232,5.445056409999999
2014-05-29,570.4918,1.40277637
2014-05-30,616.0802,18.173428650000023
2014-05-31,629.0355,19.36684462
2014-06-01,628.96746,33.09343296000006
2014-06-02,660,12.308513629999997
2014-06-03,671.42938,14.684011620000001
2014-06-04,650.47674,59.16308711
2014-06-05,657.01,15.16377686
2014-06-06,653.40267,5.420169390000003
2014-06-07,659.8,4.59219475
2014-06-08,656.43773,0.90148748
2014-06-09,643.43801,4.63940113
2014-06-10,646.88986,7.128944140000001
2014-06-11,617.99453,19.603758249999974
2014-06-12,571.13506,77.29542907999999
2014-06-13,589.68386,18.101691499999983
2014-06-14,565.181,16.637579249999977
2014-06-15,595.38177,34.210654850000026
2014-06-16,597.137,10.223170439999988
2014-06-17,608.974,2.8017676100000006
2014-06-18,605.88912,10.002429649999995
2014-06-19,595.93062,8.405996929999999
2014-06-20,593.90308,5.809652829999999
2014-06-21,590.5874,0.7642089700000001
2014-06-22,596.23865,8.343808059999999
2014-06-23,584.42153,2.63511541
2014-06-24,586.15372,2.8507535700000006
2014-06-25,564.425,29.22933529000008
2014-06-26,575.93045,2.77356002
2014-06-27,597.69266,21.762415509999993
2014-06-28,590.21281,4.456964869999998
2014-06-29,589.76385,0.68059782
2014-06-30,637,18.976912449999997
2014-07-01,640,12.748563049999996
2014-07-02,646.57973,24.823441880000004
2014-07-03,647.52335,13.320450919999999
2014-07-04,635.25253,2.95964374
2014-07-05,628.98732,3.74096373
2014-07-06,629.09801,2.24834956
2014-07-07,625.98859,6.4662628
2014-07-08,617.03703,1.4386993100000005
2014-07-09,627.89636,1.63253636
2014-07-10,614.47299,0.6426954399999999
2014-07-11,629.4561,1.5033953000000002
2014-07-12,639.38158,0.72466054
2014-07-13,626.50085,1.0107669500000003
2014-07-14,626.23343,1.34438355
2014-07-15,620.02698,0.18
2014-07-16,625.22399,7.407184459999998
2014-07-17,624.97989,0.96305901
2014-07-18,625.999,12.289470569999999
2014-07-19,630,1.5592044500000002
2014-07-20,619,0.50676663
2014-07-21,629.76875,0.00063515
2014-07-22,618.68818,8.44036665
2014-07-23,618.62146,7.49582514
2014-07-24,605.63646,17.723263860000014
2014-07-25,596.08217,8.671180939999989
2014-07-26,600,5.062782379999998
2014-07-27,600,0.1545
2014-07-28,591.90124,4.09273484
2014-07-29,583.20902,2.6782870699999997
2014-07-30,566.75121,11.66910090999999
2014-07-31,590.1668,33.04695941000001
2014-08-01,596.4,3.0458168199999993
2014-08-02,590.4867,2.572034950000001
2014-08-03,578.85629,1.78503459
2014-08-04,596.24532,4.1103283500000005
2014-08-05,579.00019,9.0423468
2014-08-07,580.58354,16.81014654999999
2014-08-08,590,0.42726298000000007
2014-08-09,590,7.80408715
2014-08-10,583.24163,1.6587146799999999
2014-08-11,572.76593,0.47791401999999994
2014-08-12,579.99771,3.8191197199999998
2014-08-13,535.08056,4.349211590000001
2014-08-14,523.75872,31.8282168200002
2014-08-15,529.99999,23.95719955000004
